TICKER,THEME_x,STEP2_SCORE,STEP2_PASS,THEME_y,WATCHLIST_UPDATED_AT,PRICE_DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,PREV_CLOSE,ATR,ATR_PCT,ATR_CONTRACTION,MA20,MA50,MA200,TREND_ALIGN,LONG_TERM_UPTREND,BB_MID,BB_UPPER,BB_LOWER,BB_PCT_B,DOLLAR_VOL,DVOL_20,RET_20,RS_SPY_20,RS_QQQ_20,RET_60,RS_SPY_60,RS_QQQ_60,RET_120,RS_SPY_120,RS_QQQ_120,HIGH_120,IS_NEW_HIGH,RSI_14,RSI_TURNING_UP,DRAWDOWN_CUR,MDD_1Y,RS_MOMENTUM,LIQUIDITY_FLAG,STEP3_SCORE,STEP3_PASS,RS_RANK,THEME,NAME,TARGET_PRICE,REC_KEY,ANALYST_COUNT,EARNINGS_DATE,SHORT_FLOAT_PCT,AVG_VOLUME,STOP_PRICE,TP1_PRICE,RR_TP1,RR_TARGET,UPSIDE,SECTOR_SCORE,EARNINGS_DAYS_LEFT,MACRO_REGIME,MACRO_BLOCK,MACRO_CAUTION,ENTRY_CONDITIONS_MET,ENTRY_SIGNAL,BREAKOUT_CONDITIONS_MET,BREAKOUT_SIGNAL,ENTRY_NEAR,BREAKOUT_NEAR,WATCH_SIGNAL,SIGNAL_TIER,SIGNAL_COMBO,RANK
005930.KS,,60,0,AI_Semicon,2026-09-21,2026-09-21,264000.0,275000.0,263500.0,274000.0,22261519.0,261000.0,10225.0,0.03731751824817518,-0.3290929932277531,259725.0,254930.0,220333.605703125,1,1,259725.0,275464.57466154505,243985.42533845495,0.9534747700291006,6099656206000.0,4382487046600.0,0.06614785992217898,0.053479015511544326,0.025776471581812066,-0.23486141724120413,-0.2908613905766929,-0.27096322814840434,0.5262071862809152,0.29605632637088597,0.19522956735730923,362100.65625,0,57.20879289462107,1,-0.24330432637817123,-0.42833575022000525,0.01029517387260932,1,5.569573225930064,0,50.0,AI_Semicon,SamsungElec,475850.1,strong_buy,36,,,26283300,258662.5,294450.0,1.33,13.16,0.736679197080292,0.16919214603015326,,DATA_ERROR,0,0,4,0,5,1,0,0,0,BREAKOUT,3,1
000660.KS,,60,0,AI_Semicon,2026-09-21,2026-09-21,1872000.0,1888000.0,1847000.0,1868000.0,2755380.0,1857000.0,87977.96495411675,0.04709741164567278,-0.27288373615111194,1734194.76875,1700399.6175,1373293.6709375,1,1,1734194.76875,1903768.8783715742,1564620.6591284259,0.8945331971625947,5147049840000.0,5803253706372.0625,0.1181358735608602,0.10546702915022554,0.07776448522049328,-0.3594772127074852,-0.415477186042974,-0.39557902361468544,1.0029126939685038,0.7727618340584745,0.6719350750448978,2918367.25,0,58.02078841803692,1,-0.35991606265455456,-0.5471051921241235,0.010537495381612283,1,7.074680775955233,0,99.0,AI_Semicon,SK hynix,3184025.5,strong_buy,37,,,5139341,1736033.052568825,2043955.9299082335,1.33,9.97,0.7045104389721628,0.1673948778131044,,DATA_ERROR,0,0,2,0,5,1,0,0,0,BREAKOUT,3,2
