TICKER,THEME_x,STEP2_SCORE,STEP2_PASS,THEME_y,WATCHLIST_UPDATED_AT,PRICE_DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,PREV_CLOSE,ATR,ATR_PCT,ATR_CONTRACTION,MA20,MA50,MA200,TREND_ALIGN,LONG_TERM_UPTREND,BB_MID,BB_UPPER,BB_LOWER,BB_PCT_B,DOLLAR_VOL,DVOL_20,RET_20,RS_SPY_20,RS_QQQ_20,RET_60,RS_SPY_60,RS_QQQ_60,RET_120,RS_SPY_120,RS_QQQ_120,HIGH_120,IS_NEW_HIGH,RSI_14,RSI_TURNING_UP,DRAWDOWN_CUR,MDD_1Y,RS_MOMENTUM,LIQUIDITY_FLAG,STEP3_SCORE,STEP3_PASS,RS_RANK,THEME,NAME,TARGET_PRICE,REC_KEY,ANALYST_COUNT,EARNINGS_DATE,SHORT_FLOAT_PCT,AVG_VOLUME,STOP_PRICE,TP1_PRICE,RR_TP1,RR_TARGET,UPSIDE,SECTOR_SCORE,EARNINGS_DAYS_LEFT,MACRO_REGIME,MACRO_BLOCK,MACRO_CAUTION,ENTRY_CONDITIONS_MET,ENTRY_SIGNAL,BREAKOUT_CONDITIONS_MET,BREAKOUT_SIGNAL,ENTRY_NEAR,BREAKOUT_NEAR,WATCH_SIGNAL,SIGNAL_TIER,SIGNAL_COMBO,RANK
000660.KS,,60,0,AI_Semicon,2026-09-14,2026-09-17,1770000.0,1785000.0,1735000.0,1745000.0,2803398.0,1759000.0,91625.51538971829,0.05250745867605633,-0.12398558086131284,1717957.90625,1711121.1375,1359868.34546875,1,1,1717957.90625,1864777.3422328585,1571138.4702671415,0.5920930310383334,4891929510000.0,5806879347185.175,0.0321575486465242,0.04055744201396472,0.03098454311604426,-0.31687731899597804,-0.35643668241923165,-0.3214593387314618,0.7544424090454829,0.5692363057610574,0.5036226312983503,2918367.25,0,51.36812400698094,1,-0.40206291720139065,-0.5471051921241235,-0.013726649591756646,1,0.0,0,99.0,AI_Semicon,SK hynix,3184025.5,strong_buy,37,,,5220905,1607561.7269154226,1928251.0307794367,1.33,10.47,0.824656446991404,0.1580679646024025,,DATA_ERROR,0,0,2,0,4,0,0,1,1,WATCH,2,1
005930.KS,,60,0,AI_Semicon,2026-09-14,2026-09-17,257000.0,259000.0,251500.0,252500.0,11827514.0,253500.0,11325.0,0.04485148514851485,-0.13356915583838458,259900.0,255340.0,218661.034609375,0,1,259900.0,277385.63320046157,242414.36679953843,0.2883977115622938,2986447285000.0,4656803768875.0,-0.06826568265682653,-0.05986578928938602,-0.06943868818730647,-0.18458559994316315,-0.22414496336641676,-0.18916761967864693,0.3402205409199768,0.15501443763555134,0.08940076317284418,362100.65625,0,46.68529216202086,1,-0.3026800817901031,-0.42833575022000525,-0.014679216959385122,1,0.0,0,50.0,AI_Semicon,SamsungElec,475850.1,strong_buy,36,,,26725589,235512.5,275150.0,1.33,13.15,0.8845548514851485,0.16957136181733715,,DATA_ERROR,0,0,4,0,3,0,0,0,0,NEUTRAL,1,2
