TICKER,THEME_x,STEP2_SCORE,STEP2_PASS,THEME_y,WATCHLIST_UPDATED_AT,PRICE_DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,PREV_CLOSE,ATR,ATR_PCT,ATR_CONTRACTION,MA20,MA50,MA200,TREND_ALIGN,LONG_TERM_UPTREND,BB_MID,BB_UPPER,BB_LOWER,BB_PCT_B,DOLLAR_VOL,DVOL_20,RET_20,RS_SPY_20,RS_QQQ_20,RET_60,RS_SPY_60,RS_QQQ_60,RET_120,RS_SPY_120,RS_QQQ_120,HIGH_120,IS_NEW_HIGH,RSI_14,RSI_TURNING_UP,DRAWDOWN_CUR,MDD_1Y,RS_MOMENTUM,LIQUIDITY_FLAG,STEP3_SCORE,STEP3_PASS,RS_RANK,THEME,NAME,TARGET_PRICE,REC_KEY,ANALYST_COUNT,EARNINGS_DATE,SHORT_FLOAT_PCT,AVG_VOLUME,STOP_PRICE,TP1_PRICE,RR_TP1,RR_TARGET,UPSIDE,SECTOR_SCORE,EARNINGS_DAYS_LEFT,MACRO_REGIME,MACRO_BLOCK,MACRO_CAUTION,ENTRY_CONDITIONS_MET,ENTRY_SIGNAL,BREAKOUT_CONDITIONS_MET,BREAKOUT_SIGNAL,ENTRY_NEAR,BREAKOUT_NEAR,WATCH_SIGNAL,SIGNAL_TIER,SIGNAL_COMBO,RANK
000660.KS,,60,0,AI_Semicon,2026-08-24,2026-08-27,1775615.0289017342,1787612.4277456647,1707629.7687861272,1729625.0,3264042.0,1687634.125,146068.32856776883,0.08445086568924988,-0.16755229761189439,1584956.3375,1966653.5625,1273930.4621875,0,1,1584956.3375,1829829.1151368343,1340083.5598631655,0.7953955598824364,5645568644250.0,7847057459838.731,0.23483231999800092,0.19517967125294167,0.17988389160307605,-0.26787980170479186,-0.2856747148175849,-0.23536998424746725,1.0380322715200418,0.8851159513645834,0.8328422286399735,2918367.25,0,51.350581563833885,1,-0.4073312740197451,-0.5471051921241235,0.0019205383564742107,1,41.76618562175838,0,99.0,AI_Semicon,SK hynix,3164331.8,strong_buy,39,,,5667069,1510522.5071483469,2021761.6571355376,1.33,6.55,0.8294900917829009,0.29215684440009243,,DATA_ERROR,0,0,2,0,4,0,0,1,1,WATCH,2,1
005930.KS,,60,0,AI_Semicon,2026-08-24,2026-08-27,270000.0,271000.0,262500.0,266000.0,16829395.0,261500.0,19450.0,0.0731203007518797,-0.09579733042393801,251700.0,276699.080625,206710.258671875,0,1,251700.0,289110.10277282936,214289.89722717064,0.6911248424902212,4476619070000.0,6868331743100.0,0.275779376498801,0.23612672775374177,0.22083094810387616,-0.23698178607755305,-0.25477669919034607,-0.20447196862022843,0.5496198770790248,0.3967035569235664,0.34442983419895645,362100.65625,0,51.83427970421758,1,-0.2653976307174948,-0.42833575022000525,-0.005591381330722655,1,20.90069302554987,0,50.0,AI_Semicon,SamsungElec,470155.62,strong_buy,36,,,30037667,236825.0,304900.0,1.33,7.0,0.7675023308270676,0.21340685457670183,,DATA_ERROR,0,0,4,0,3,0,0,0,0,NEUTRAL,1,2
